Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Sewaddle,540,Sewaddle,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,5.5 lbs.,"1'00""",,,Sewing,0.5,0.5,,Bug,,Bug / Grass,Swarm / Chlorophyll / Overcoat*,,23,27,35,20,30,21,155
Swadloon,541,Swadloon,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,16.1 lbs.,"1'08""",,,Leaf-Wrapped,0.5,0.5,Sewaddle,Bug,,Bug / Grass,Leaf Guard / Chlorophyll / Overcoat*,,28,32,45,25,40,21,190
Leavanny,542,Leavanny,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,45.2 lbs.,"3'11""",,,Nurturing,0.5,0.5,Swadloon,Bug,,Bug / Grass,Swarm / Chlorophyll / Overcoat*,,38,52,40,35,40,46,250
Venipede,543,Venipede,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,11.7 lbs.,"1'04""",,,Centipede,0.5,0.5,,Bug,,Bug / Poison,Poison Point / Swarm / Speed Boost*,,15,23,30,15,20,29,130
Whirlipede,544,Whirlipede,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,129.0 lbs.,"3'11""",,,Curlipede,0.5,0.5,Venipede,Bug,,Bug / Poison,Poison Point / Swarm / Speed Boost*,,20,28,50,20,40,24,180
Scolipede,545,Scolipede,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,442.0 lbs.,"8'02""",,,Megapede,0.5,0.5,Whirlipede,Bug,,Bug / Poison,Poison Point / Swarm / Speed Boost*,,30,50,45,28,35,56,243
Cottonee,546,Cottonee,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1.3 lbs.,"1'00""","When it finds others of its kind, they all stick together. When enough of them have collected, the mass resembles a cumulonimbus cloud.","Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy, light and airyâ€” altogether top quality.",Cotton Puff,0.5,0.5,,Grass,Fairy,Grass / Fairy,Prankster / Infiltrator / Chlorophyll*,,20,14,30,19,25,33,140
Whimsicott,547,Whimsicott,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,14.6 lbs.,"2'04""","It rides on the wind and slips into peopleâ€™s homes. After it has turned a room into a cotton- filled mess, it giggles to itself and takes off.","This PokÃ©mon appears, riding upon the wind. But if the wind gusts up, itâ€™ll blow the cotton on this PokÃ©monâ€™s head clean off.",Windveiled,0.5,0.5,Cottonee,Grass,Fairy,Grass / Fairy,Prankster / Infiltrator / Chlorophyll*,,30,34,43,39,38,58,240
Petilil,548,Petilil,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,14.6 lbs.,"1'08""","Although the leaves on its head are bitter enough to cause dizziness, they provide relief from wearinessâ€”even more so when boiled.","By pruning the leaves on its head with regularity, this PokÃ©mon can be grown into a fine plump shape.",Bulb,0,1,,Grass,,Grass,Chlorophyll / Own Tempo / Leaf Guard*,,23,18,25,35,25,15,140
Lilligant,549,Lilligant,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,35.9 lbs.,"3'07""","No matter how much time and money is spent raising it, its flowers are the most beautiful when they bloom in the wild.","As soon as it finds a male to be its partner, the beautiful flower on its head darkens, droops, and withers away.",Flowering,0,1,Petilil,Grass,,Grass,Chlorophyll / Own Tempo / Leaf Guard*,,35,30,38,55,38,45,240
Basculin,550,Basculin,Basculin-Red-Striped,Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",,,Hostile,0.5,0.5,,Water 2,,Water,Reckless / Adaptability / Mold Breaker*,,35,46,33,40,28,49,230
Sandile,551,Sandile,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,33.5 lbs.,"2'04""",It submerges itself in sand and moves as if swimming. This wise behavior keeps its enemies from finding it and maintains its temperature.,It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.,Desert Croc,0.5,0.5,,Field,,Ground / Dark,Intimidate / Moxie / Anger Point*,,25,36,18,18,18,33,146
Krokorok,552,Krokorok,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,73.6 lbs.,"3'03""","They move in groups of a few individuals. A female is often the leader of the group, and the males will gather food.","Thanks to the special membrane covering its eyes, it can see its surroundings clearly, even in the middle of the night.",Desert Croc,0.5,0.5,Sandile,Field,,Ground / Dark,Intimidate / Moxie / Anger Point*,,30,41,23,23,23,37,176
Krookodile,553,Krookodile,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,212.3 lbs.,"4'11""","Its unique faculty of sight can detect small prey more than 30 miles away, even in the midst of a sandstorm.","After clamping down with its powerful jaws, it twists its body around to rip its prey in half.",Intimidation,0.5,0.5,Krokorok,Field,,Ground / Dark,Intimidate / Moxie / Anger Point*,,48,59,40,33,35,46,260
Darumaka,554,Darumaka,Darumaka,Fire,,Hustle,,Inner Focus,70,90,45,15,45,50,315,82.7 lbs.,"2'00""",,,Zen Charm,0.5,0.5,,Field,,Fire,Hustle / Inner Focus*,,35,45,23,8,23,25,158
Darmanitan,555,Darmanitan,Darmanitan,Fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,480,204.8 lbs.,"4'03""",,,Blazing,0.5,0.5,Darumaka,Field,,Fire,Sheer Force / Zen Mode*,,53,70,28,15,28,48,240
Maractus,556,Maractus,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,61.7 lbs.,"3'03""",,,Cactus,0.5,0.5,,Grass,,Grass,Water Absorb / Chlorophyll / Storm Drain*,,38,43,34,53,34,30,231
Dwebble,557,Dwebble,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,32.0 lbs.,"1'00""",,,Rock Inn,0.5,0.5,,Bug,Mineral,Bug / Rock,Sturdy / Shell Armor / Weak Armor*,,25,33,43,18,18,28,163
Crustle,558,Crustle,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,440.9 lbs.,"4'07""",,,Stone Home,0.5,0.5,Dwebble,Bug,Mineral,Bug / Rock,Sturdy / Shell Armor / Weak Armor*,,35,53,63,33,38,23,243
Scraggy,559,Scraggy,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,26.0 lbs.,"2'00""",,,Shedding,0.5,0.5,,Field,Dragon,Dark / Fighting,Shed Skin / Moxie / Intimidate*,,25,38,35,18,35,24,174
Scrafty,560,Scrafty,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,66.1 lbs.,"3'07""",,,Hoodlum,0.5,0.5,Scraggy,Field,Dragon,Dark / Fighting,Shed Skin / Moxie / Intimidate*,,33,45,58,23,58,29,244
Sigilyph,561,Sigilyph,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,30.9 lbs.,"4'07""",,,Avianoid,0.5,0.5,,Flying,,Psychic / Flying,Wonder Skin / Magic Guard / Tinted Lens*,,36,29,40,52,40,49,245
Yamask,562,Yamask,Yamask,Ghost,,Mummy,,,38,30,85,55,65,30,303,3.3 lbs.,"1'08""",,,Spirit,0.5,0.5,,Mineral,Amorphous,Ghost,Mummy,,19,15,43,28,33,15,152
Cofagrigus,563,Cofagrigus,Cofagrigus,Ghost,,Mummy,,,58,50,145,95,105,30,483,168.7 lbs.,"5'07""",,,Coffin,0.5,0.5,Yamask,Mineral,Amorphous,Ghost,Mummy,,29,25,73,48,53,15,242
Tirtouga,564,Tirtouga,Tirtouga,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,36.4 lbs.,"2'04""","Based on studies of its skeletal structure, it can apparently dive to ocean depths of over half a mile.","Reputed to be the ancestor of most turtle PokÃ©mon, it lived in warm seas approximately a hundred million years ago.",Prototurtle,0.875,0.125,,Water 1,Water 3,Water / Rock,Solid Rock / Sturdy / Swift Swim*,,27,39,52,27,23,11,178
Carracosta,565,Carracosta,Carracosta,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,178.6 lbs.,"3'11""",It constructed its sturdy shell by crunching and swallowing the hard shells or bones of its prey.,"Active both on land and in the sea, this PokÃ©mon drags its land-based prey into the water to finish it off.",Prototurtle,0.875,0.125,Tirtouga,Water 1,Water 3,Water / Rock,Solid Rock / Sturdy / Swift Swim*,,37,54,67,42,33,16,248
Archen,566,Archen,Archen,Rock,Flying,Defeatist,,,55,112,45,74,45,70,401,20.9 lbs.,"1'08""",It is the ancestor of all bird PokÃ©mon. Archen itself could not actually fly but moved by hopping from treetop to treetop.,"To all appearances flightless, it was able to glide down from tall treetops to snag its prey.",First Bird,0.875,0.125,,Flying,Water 3,Rock / Flying,Defeatist,,28,56,23,37,23,35,201
Archeops,567,Archeops,Archeops,Rock,Flying,Defeatist,,,75,140,65,112,65,110,567,70.5 lbs.,"4'07""","Although apparently able to fly, they tended to run along the ground, averaging speeds of roughly 25 mph.","They hunted in flocks. When one Archeops had the prey cornered, another would swoop on it.",First Bird,0.875,0.125,Archen,Flying,Water 3,Rock / Flying,Defeatist,,38,70,33,56,33,55,284
Trubbish,568,Trubbish,Trubbish,Poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,68.3 lbs.,"2'00""","Unsanitary places are what they like best. They can be spotted in Alola, often with Grimer in hot pursuit.",It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.,Trash Bag,0.5,0.5,,Mineral,,Poison,Stench / Sticky Hold / Aftermath*,,25,25,31,20,31,33,165
Garbodor,569,Garbodor,Garbodor,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,236.6 lbs.,"6'03""","Beware the poisonous liquid it shoots from its right arm. If even a little of it gets on you, youâ€™ll experience the effects of the unidentified toxin.","For a time, their numbers increased explosively in Alola. Since the arrival of Grimer, their population has decreased dramatically.",Trash Heap,0.5,0.5,Trubbish,Mineral,,Poison,Stench / Weak Armor / Aftermath*,,40,48,41,30,41,38,237
Zorua,570,Zorua,Zorua,Dark,,Illusion,,,40,65,40,80,40,65,330,27.6 lbs.,"2'04""",,,Tricky Fox,0.875,0.125,,Field,,Dark,Illusion,,20,33,20,40,20,33,165
Zoroark,571,Zoroark,Zoroark,Dark,,Illusion,,,60,105,60,120,60,105,510,178.8 lbs.,"5'03""",,,Illusion Fox,0.875,0.125,Zorua,Field,,Dark,Illusion,,30,53,30,60,30,53,255
Minccino,572,Minccino,Minccino,Normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,12.8 lbs.,"1'04""",,,Chinchilla,0.5,0.5,,Field,,Normal,Cute Charm / Technician / Skill Link*,,28,25,20,20,20,38,150
Cinccino,573,Cinccino,Cinccino,Normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,16.5 lbs.,"1'08""",,,Scarf,0.5,0.5,Minccino,Field,,Normal,Cute Charm / Technician / Skill Link*,,38,48,30,33,30,58,235
Gothita,574,Gothita,Gothita,Psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,12.8 lbs.,"1'04""",,,Fixation,0.5,0.5,,Human-Like,,Psychic,Frisk / Competitive / Shadow Tag*,,23,15,25,28,33,23,145
Gothorita,575,Gothorita,Gothorita,Psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,39.7 lbs.,"2'04""",,,Manipulate,0.5,0.5,Gothita,Human-Like,,Psychic,Frisk / Competitive / Shadow Tag*,,30,23,35,38,43,28,195
Gothitelle,576,Gothitelle,Gothitelle,Psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,97.0 lbs.,"4'11""",,,Astral Body,0.5,0.5,Gothorita,Human-Like,,Psychic,Frisk / Competitive / Shadow Tag*,,35,28,48,48,55,33,245
Solosis,577,Solosis,Solosis,Psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,2.2 lbs.,"1'00""",,,Cell,0.5,0.5,,Amorphous,,Psychic,Overcoat / Magic Guard / Regenerator*,,23,15,20,53,25,10,145
Duosion,578,Duosion,Duosion,Psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,17.6 lbs.,"2'00""",,,Mitosis,0.5,0.5,Solosis,Amorphous,,Psychic,Overcoat / Magic Guard / Regenerator*,,33,20,25,63,30,15,185
Reuniclus,579,Reuniclus,Reuniclus,Psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,44.3 lbs.,"3'03""",,,Multiplying,0.5,0.5,Duosion,Amorphous,,Psychic,Overcoat / Magic Guard / Regenerator*,,55,33,38,63,43,15,245
Ducklett,580,Ducklett,Ducklett,Water,Flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,12.1 lbs.,"1'08""",,,Water Bird,0.5,0.5,,Water 1,Flying,Water / Flying,Keen Eye / Big Pecks / Hydration*,,31,22,25,22,25,28,153
Swanna,581,Swanna,Swanna,Water,Flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,53.4 lbs.,"4'03""",,,White Bird,0.5,0.5,Ducklett,Water 1,Flying,Water / Flying,Keen Eye / Big Pecks / Hydration*,,38,44,32,44,32,49,237
Vanillite,582,Vanillite,Vanillite,Ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,12.6 lbs.,"1'04""","Born of an icicle, this PokÃ©mon uses its frosty breath to make ice crystals, causing snow to fall.",It feels pleasantly cool when embraced. This PokÃ©mon is treasured by households in warm regions.,Fresh Snow,0.5,0.5,,Mineral,,Ice,Ice Body / Snow Cloak / Weak Armor*,,18,25,25,33,30,22,153
Vanillish,583,Vanillish,Vanillish,Ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,90.4 lbs.,"3'07""","Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped.","This PokÃ©mon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt.",Icy Snow,0.5,0.5,Vanillite,Mineral,,Ice,Ice Body / Snow Cloak / Weak Armor*,,26,33,33,40,38,30,198
Vanilluxe,584,Vanilluxe,Vanilluxe,Ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,126.8 lbs.,"4'03""","Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard.","Even if it loses one of its heads, it can live relatively problem-free. It makes snow clouds inside its body.",Snowstorm,0.5,0.5,Vanillish,Mineral,,Ice,Ice Body / Snow Warning / Weak Armor*,,36,48,43,55,48,40,268
Deerling,585,Deerling,Deerling-Spring,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season,0.5,0.5,,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,30,30,25,20,25,38,168
Sawsbuck,586,Sawsbuck,Sawsbuck-Spring,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season,0.5,0.5,Deerling,Field,,Normal / Grass,Chlorophyll / Sap Sipper / Serene Grace*,,40,50,35,30,35,48,238
Emolga,587,Emolga,Emolga,Electric,Flying,Static,,Motor Drive,55,75,60,75,60,103,428,11.0 lbs.,"1'04""","It glides using its cape-like membrane. Electrical energy scatters from it, shocking its friends and foes alike.",It grills berries and bug PokÃ©mon with electric shocks and makes a meal of them. It usually nests in the holes gouged in trees by Pikipek.,Sky Squirrel,0.5,0.5,,Field,,Electric / Flying,Static / Motor Drive*,,28,38,30,38,30,52,214
Karrablast,588,Karrablast,Karrablast,Bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,13.0 lbs.,"1'08""",,,Clamping,0.5,0.5,,Bug,,Bug,Swarm / Shed Skin / No Guard*,,25,38,23,20,23,30,158
Escavalier,589,Escavalier,Escavalier,Bug,Steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,72.8 lbs.,"3'03""",,,Cavalry,0.5,0.5,Karrablast,Bug,,Bug / Steel,Swarm / Shell Armor / Overcoat*,,35,68,53,30,53,10,248
Foongus,590,Foongus,Foongus,Grass,Poison,Effect Spore,,Regenerator,69,55,45,55,55,15,294,2.2 lbs.,"0'08""",,,Mushroom,0.5,0.5,,Grass,,Grass / Poison,Effect Spore / Regenerator*,,35,28,23,28,28,8,147
Amoonguss,591,Amoonguss,Amoonguss,Grass,Poison,Effect Spore,,Regenerator,114,85,70,85,80,30,464,23.1 lbs.,"2'00""",,,Mushroom,0.5,0.5,Foongus,Grass,,Grass / Poison,Effect Spore / Regenerator*,,57,43,35,43,40,15,232
Frillish,592,Frillish,Frillish,Water,Ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,72.8 lbs.,"3'11""",,,Floating,0.5,0.5,,Amorphous,,Water / Ghost,Water Absorb / Cursed Body / Damp*,,28,20,25,33,43,20,168
Jellicent,593,Jellicent,Jellicent,Water,Ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,297.6 lbs.,"7'03""",,,Floating,0.5,0.5,Frillish,Amorphous,,Water / Ghost,Water Absorb / Cursed Body / Damp*,,50,30,35,43,53,30,240
Alomomola,594,Alomomola,Alomomola,Water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,69.7 lbs.,"3'11""",It uses its special mucus to close the wounds of injured PokÃ©mon. The reason for this behavior remains unknown.,They float upon the open sea. Many water PokÃ©mon gather in the area around Alomomola.,Caring,0.5,0.5,,Water 1,Water 2,Water,Healer / Hydration / Regenerator*,,83,38,40,20,23,33,235
Joltik,595,Joltik,Joltik,Bug,Electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1.3 lbs.,"0'04""",,,Attaching,0.5,0.5,,Bug,,Bug / Electric,Compound Eyes / Unnerve / Swarm*,,25,24,25,29,25,33,160
Galvantula,596,Galvantula,Galvantula,Bug,Electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,31.5 lbs.,"2'07""",,,EleSpider,0.5,0.5,Joltik,Bug,,Bug / Electric,Compound Eyes / Unnerve / Swarm*,,35,39,30,49,30,54,236
Ferroseed,597,Ferroseed,Ferroseed,Grass,Steel,Iron Barbs,,,44,50,91,24,86,10,305,41.4 lbs.,"2'00""",,,Thorn Seed,0.5,0.5,,Grass,Mineral,Grass / Steel,Iron Barbs,,22,25,46,12,43,5,153
Ferrothorn,598,Ferrothorn,Ferrothorn,Grass,Steel,Iron Barbs,,Anticipation,74,94,131,54,116,20,489,242.5 lbs.,"3'03""",,,Thorn Pod,0.5,0.5,Ferroseed,Grass,Mineral,Grass / Steel,Iron Barbs / Anticipation*,,37,47,66,27,58,10,245
Klink,599,Klink,Klink,Steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,46.3 lbs.,"1'00""",,,Gear,0.5,0.5,,Mineral,,Steel,Plus / Minus / Clear Body*,,20,28,35,23,30,15,150
Klang,600,Klang,Klang,Steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,112.4 lbs.,"2'00""",,,Gear,0.5,0.5,Klink,Mineral,,Steel,Plus / Minus / Clear Body*,,30,40,48,35,43,25,220
Klinklang,601,Klinklang,Klinklang,Steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,178.6 lbs.,"2'00""",,,Gear,0.5,0.5,Klang,Mineral,,Steel,Plus / Minus / Clear Body*,,30,50,58,35,43,45,260
Tynamo,602,Tynamo,Tynamo,Electric,,Levitate,,,35,55,40,45,40,60,275,0.7 lbs.,"0'08""",,,EleFish,0.5,0.5,,Amorphous,,Electric,Levitate,,18,28,20,23,20,30,138
Eelektrik,603,Eelektrik,Eelektrik,Electric,,Levitate,,,65,85,70,75,70,40,405,48.5 lbs.,"3'11""",,,EleFish,0.5,0.5,Tynamo,Amorphous,,Electric,Levitate,,33,43,35,38,35,20,203
Eelektross,604,Eelektross,Eelektross,Electric,,Levitate,,,85,115,80,105,80,50,515,177.5 lbs.,"6'11""",,,EleFish,0.5,0.5,Eelektrik,Amorphous,,Electric,Levitate,,43,58,40,53,40,25,258
Elgyem,605,Elgyem,Elgyem,Psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,19.8 lbs.,"1'08""",,,Cerebral,0.5,0.5,,Human-Like,,Psychic,Telepathy / Synchronize / Analytic*,,28,28,28,43,28,15,168
Beheeyem,606,Beheeyem,Beheeyem,Psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,76.1 lbs.,"3'03""",,,Cerebral,0.5,0.5,Elgyem,Human-Like,,Psychic,Telepathy / Synchronize / Analytic*,,38,38,38,63,48,20,243
Litwick,607,Litwick,Litwick,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,6.8 lbs.,"1'00""",,,Candle,0.5,0.5,,Amorphous,,Ghost / Fire,Flash Fire / Flame Body / Infiltrator*,,25,15,28,33,28,10,138
Lampent,608,Lampent,Lampent,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,28.7 lbs.,"2'00""",,,Lamp,0.5,0.5,Litwick,Amorphous,,Ghost / Fire,Flash Fire / Flame Body / Infiltrator*,,30,20,30,48,30,28,185
Chandelure,609,Chandelure,Chandelure,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,75.6 lbs.,"3'03""",,,Luring,0.5,0.5,Lampent,Amorphous,,Ghost / Fire,Flash Fire / Flame Body / Infiltrator*,,30,28,45,73,45,40,260
Axew,610,Axew,Axew,Dragon,,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,39.7 lbs.,"2'00""",,,Tusk,0.5,0.5,,Monster,Dragon,Dragon,Rivalry / Mold Breaker / Unnerve*,,23,44,30,15,20,29,160
Fraxure,611,Fraxure,Fraxure,Dragon,,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,79.4 lbs.,"3'03""",,,Axe Jaw,0.5,0.5,Axew,Monster,Dragon,Dragon,Rivalry / Mold Breaker / Unnerve*,,33,59,35,20,25,34,205
Haxorus,612,Haxorus,Haxorus,Dragon,,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,232.6 lbs.,"5'11""",,,Axe Jaw,0.5,0.5,Fraxure,Monster,Dragon,Dragon,Rivalry / Mold Breaker / Unnerve*,,38,74,45,30,35,49,270
Cubchoo,613,Cubchoo,Cubchoo,Ice,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,18.7 lbs.,"1'08""",,,Chill,0.5,0.5,,Field,,Ice,Snow Cloak / Slush Rush / Rattled*,,28,35,20,30,20,20,153
Beartic,614,Beartic,Beartic,Ice,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,573.2 lbs.,"8'06""",,,Freezing,0.5,0.5,Cubchoo,Field,,Ice,Snow Cloak / Slush Rush / Swift Swim*,,48,65,40,35,40,25,253
Cryogonal,615,Cryogonal,Cryogonal,Ice,,Levitate,,,80,50,50,95,135,105,515,326.3 lbs.,"3'07""",,,Crystallizing,,,,Mineral,,Ice,Levitate,,40,25,25,48,68,53,258
Shelmet,616,Shelmet,Shelmet,Bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,17.0 lbs.,"1'04""",,,Snail,0.5,0.5,,Bug,,Bug,Hydration / Shell Armor / Overcoat*,,25,20,43,20,33,13,153
Accelgor,617,Accelgor,Accelgor,Bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,55.8 lbs.,"2'07""",,,Shell Out,0.5,0.5,Shelmet,Bug,,Bug,Hydration / Sticky Hold / Unburden*,,40,35,20,50,30,73,248
Stunfisk,618,Stunfisk,Stunfisk,Ground,Electric,Static,Limber,Sand Veil,109,66,84,81,99,32,471,24.3 lbs.,"2'04""",,,Trap,0.5,0.5,,Water 1,Amorphous,Ground / Electric,Static / Limber / Sand Veil*,,55,33,42,41,50,16,236
Mienfoo,619,Mienfoo,Mienfoo,Fighting,,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,44.1 lbs.,"2'11""",,,Martial Arts,0.5,0.5,,Field,Human-Like,Fighting,Inner Focus / Regenerator / Reckless*,,23,43,25,28,25,33,175
Mienshao,620,Mienshao,Mienshao,Fighting,,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,78.3 lbs.,"4'07""",,,Martial Arts,0.5,0.5,Mienfoo,Field,Human-Like,Fighting,Inner Focus / Regenerator / Reckless*,,33,63,30,48,30,53,255
Druddigon,621,Druddigon,Druddigon,Dragon,,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,306.4 lbs.,"5'03""",,,Cave,0.5,0.5,,Dragon,Monster,Dragon,Rough Skin / Sheer Force / Mold Breaker*,,39,60,45,30,45,24,243
Golett,622,Golett,Golett,Ground,Ghost,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,202.8 lbs.,"3'03""",,,Automaton,,,,Mineral,,Ground / Ghost,Iron Fist / Klutz / No Guard*,,30,37,25,18,25,18,152
